# Synthetic JUMP activity-results packet

The data are synthetic but intentionally shaped like jx/JUMP metadata.

Join keys: compound_metadata.jcp_id -> activity_results.jcp_id; activity_results.qc_plate_id -> plate_qc.qc_plate_id.

## TABLE compound_metadata
jcp_id,compound_name,inchi_key_stub,primary_target,target_confidence,moa_note,structure_alerts
JCP2022_RND0316,Ekwqypsxan,RND-00316,kinase,0.156,"proteasome stress signature, broad toxicity at high dose",cytotoxic
JCP2022_RND0101,Lvvfpivir,RND-00101,kinase,0.919,microtubule morphology; rounded cells at high concentration,none
JCP2022_RND0179,Rxeczastvir,RND-00179,epigenetic,0.404,microtubule morphology; rounded cells at high concentration,pains
JCP2022_RND0078,Nsqwdtzazole,RND-00078,mitochondrial,0.62,HDAC-like chromatin texture shift with low respiratory specificity,none
JCP2022_RND0792,Vlpodldione,RND-00792,unknown,0.173,"oxidative phosphorylation modulation, target family unresolved",cytotoxic
JCP2022_RND0880,Rttldvmazole,RND-00880,kinase,0.818,reported Complex III / cytochrome bc1 activity; not a Complex I call,cytotoxic
JCP2022_RND0163,Xdnyvyazole,RND-00163,unknown,0.195,"uncurated vendor note, no target confidence assigned",pains
JCP2022_RND0868,Nyeuvstat,RND-00868,epigenetic,0.482,DNA damage response signature in nuclear texture features,none
JCP2022_RND0885,Mbqxdpgivir,RND-00885,kinase,0.375,microtubule morphology; rounded cells at high concentration,none
JCP2022_RND0345,Ewaejzazole,RND-00345,epigenetic,0.704,"proteasome stress signature, broad toxicity at high dose",cytotoxic
JCP2022_RND0414,Dhydytsnib,RND-00414,kinase,0.76,"oxidative phosphorylation modulation, target family unresolved",pains
JCP2022_RND0852,Gsxheyddione,RND-00852,unknown,0.646,"proteasome stress signature, broad toxicity at high dose",pains
JCP2022_RND0360,Udxbcwhmycin,RND-00360,kinase,0.786,"oxidative phosphorylation modulation, target family unresolved",pains
JCP2022_RND0649,Rcawnhqvir,RND-00649,GPCR,0.677,microtubule morphology; rounded cells at high concentration,none
JCP2022_RND0513,Eohnnxan,RND-00513,mitochondrial,0.442,microtubule morphology; rounded cells at high concentration,none
JCP2022_RND0675,Kxfkxdynib,RND-00675,kinase,0.908,DNA damage response signature in nuclear texture features,none
JCP2022_RND0010,Ivctiotudione,RND-00010,kinase,0.488,"oxidative phosphorylation modulation, target family unresolved",none
JCP2022_RND0181,Dtiaastat,RND-00181,unknown,0.302,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0619,Txteuoazole,RND-00619,kinase,0.844,"uncurated vendor note, no target confidence assigned",none
JCP2022_RND0347,Dotbgoutxan,RND-00347,unknown,0.183,microtubule morphology; rounded cells at high concentration,pains
JCP2022_RND0213,Uwinxqkxazole,RND-00213,unknown,0.798,microtubule morphology; rounded cells at high concentration,none
JCP2022_RND0113,Fpasbdxan,RND-00113,epigenetic,0.419,reported Complex III / cytochrome bc1 activity; not a Complex I call,pains
JCP2022_RND0681,Ezrfhzpvir,RND-00681,epigenetic,0.46,DNA damage response signature in nuclear texture features,none
JCP2022_RND0088,Jrvivnib,RND-00088,epigenetic,0.74,HDAC-like chromatin texture shift with low respiratory specificity,none
JCP2022_RND0725,Qhqimdione,RND-00725,kinase,0.476,kinase-biased morphology; weak mitochondrial follow-up recommended,cytotoxic
JCP2022_RND0594,Tnzgustat,RND-00594,epigenetic,0.4,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0587,Qqhqbsonib,RND-00587,unknown,0.309,HDAC-like chromatin texture shift with low respiratory specificity,cytotoxic
JCP2022_RND0208,Kuxvdnib,RND-00208,mitochondrial,0.38,"proteasome stress signature, broad toxicity at high dose",pains
JCP2022_RND0498,Hzelovnib,RND-00498,kinase,0.3,microtubule morphology; rounded cells at high concentration,cytotoxic
JCP2022_RND0599,Lnbfzwstat,RND-00599,epigenetic,0.643,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0511,Hzxjbsvudione,RND-00511,epigenetic,0.768,"uncurated vendor note, no target confidence assigned",pains
JCP2022_RND0354,Dwqqpebjvir,RND-00354,unknown,0.325,DNA damage response signature in nuclear texture features,pains
JCP2022_RND0563,Nkmwnvosnib,RND-00563,epigenetic,0.27,kinase-biased morphology; weak mitochondrial follow-up recommended,none
JCP2022_RND0032,Rtkekyazole,RND-00032,epigenetic,0.424,kinase-biased morphology; weak mitochondrial follow-up recommended,none
JCP2022_RND0335,Kohiipmgmycin,RND-00335,GPCR,0.305,"oxidative phosphorylation modulation, target family unresolved",none
JCP2022_RND0340,Tpqvrtgvir,RND-00340,GPCR,0.549,HDAC-like chromatin texture shift with low respiratory specificity,cytotoxic
JCP2022_RND0808,Wmzohpstat,RND-00808,kinase,0.229,kinase-biased morphology; weak mitochondrial follow-up recommended,cytotoxic
JCP2022_RND0406,Oasntdlstat,RND-00406,mitochondrial,0.733,DNA damage response signature in nuclear texture features,none
JCP2022_RND0698,Qmknbpgjvir,RND-00698,kinase,0.374,kinase-biased morphology; weak mitochondrial follow-up recommended,none
JCP2022_RND0517,Phwnovnib,RND-00517,epigenetic,0.839,HDAC-like chromatin texture shift with low respiratory specificity,none
JCP2022_RND0274,Cqqdexan,RND-00274,mitochondrial,0.592,reported Complex III / cytochrome bc1 activity; not a Complex I call,pains
JCP2022_RND0183,Ldhpgpgfvir,RND-00183,epigenetic,0.865,HDAC-like chromatin texture shift with low respiratory specificity,none
JCP2022_RND0416,Eqezxozstat,RND-00416,kinase,0.324,kinase-biased morphology; weak mitochondrial follow-up recommended,none
JCP2022_RND0029,Dfxvdlrdione,RND-00029,unknown,0.35,microtubule morphology; rounded cells at high concentration,none
JCP2022_RND0889,Vdpkgqfgstat,RND-00889,GPCR,0.256,"uncurated vendor note, no target confidence assigned",none
JCP2022_RND0803,Vpwjbimstat,RND-00803,kinase,0.454,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0251,Zocwsvxqmycin,RND-00251,unknown,0.512,DNA damage response signature in nuclear texture features,pains
JCP2022_RND0874,Tgvdwstat,RND-00874,kinase,0.261,microtubule morphology; rounded cells at high concentration,pains
JCP2022_RND0809,Qzdthdqnib,RND-00809,GPCR,0.829,microtubule morphology; rounded cells at high concentration,none
JCP2022_RND0273,Ylziavwydione,RND-00273,kinase,0.601,kinase-biased morphology; weak mitochondrial follow-up recommended,cytotoxic
JCP2022_RND0128,Gkxsjppostat,RND-00128,epigenetic,0.871,kinase-biased morphology; weak mitochondrial follow-up recommended,none
JCP2022_RND0173,Wsznwtdjdione,RND-00173,epigenetic,0.703,microtubule morphology; rounded cells at high concentration,none
JCP2022_RND0538,Xywxunib,RND-00538,epigenetic,0.313,kinase-biased morphology; weak mitochondrial follow-up recommended,none
JCP2022_RND0060,Ltdbrltnib,RND-00060,kinase,0.54,"proteasome stress signature, broad toxicity at high dose",none
JCP2022_RND0729,Lobyvhldione,RND-00729,kinase,0.258,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0644,Wqhcogcstat,RND-00644,epigenetic,0.445,"uncurated vendor note, no target confidence assigned",cytotoxic
JCP2022_RND0456,Rjewhepadione,RND-00456,GPCR,0.526,DNA damage response signature in nuclear texture features,none
JCP2022_RND0556,Chuytgzavir,RND-00556,GPCR,0.553,reported Complex III / cytochrome bc1 activity; not a Complex I call,cytotoxic
JCP2022_RND0025,Eezfapnib,RND-00025,unknown,0.279,HDAC-like chromatin texture shift with low respiratory specificity,none
JCP2022_RND0740,Fyjiddione,RND-00740,kinase,0.551,"proteasome stress signature, broad toxicity at high dose",none
JCP2022_RND0447,Myugycnib,RND-00447,epigenetic,0.517,DNA damage response signature in nuclear texture features,cytotoxic
JCP2022_RND0523,Foqolqwxan,RND-00523,epigenetic,0.752,"uncurated vendor note, no target confidence assigned",cytotoxic
JCP2022_RND0783,Srbkgxsnvir,RND-00783,epigenetic,0.297,DNA damage response signature in nuclear texture features,cytotoxic
JCP2022_RND0377,Kuvofowoxan,RND-00377,kinase,0.49,HDAC-like chromatin texture shift with low respiratory specificity,cytotoxic
JCP2022_RND0788,Nkttevwpnib,RND-00788,GPCR,0.318,"uncurated vendor note, no target confidence assigned",none
JCP2022_RND0052,Yjibutvvir,RND-00052,unknown,0.728,kinase-biased morphology; weak mitochondrial follow-up recommended,pains
JCP2022_RND0676,Aueronzbstat,RND-00676,kinase,0.577,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0763,Fpwaqudxan,RND-00763,GPCR,0.646,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0154,Mtemzakstat,RND-00154,mitochondrial,0.346,HDAC-like chromatin texture shift with low respiratory specificity,pains
JCP2022_RND0499,Cflejtjmycin,RND-00499,epigenetic,0.424,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0358,Dmfnobbdione,RND-00358,kinase,0.661,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0000,Umpklsmycin,RND-00000,unknown,0.441,"oxidative phosphorylation modulation, target family unresolved",none
JCP2022_RND0422,Nbklimycin,RND-00422,kinase,0.572,reported Complex III / cytochrome bc1 activity; not a Complex I call,pains
JCP2022_RND0226,Zkgmrwcuxan,RND-00226,epigenetic,0.334,microtubule morphology; rounded cells at high concentration,none
JCP2022_RND0137,Thavmobcnib,RND-00137,mitochondrial,0.659,HDAC-like chromatin texture shift with low respiratory specificity,pains
JCP2022_RND0820,Pgjskvzfazole,RND-00820,kinase,0.469,"proteasome stress signature, broad toxicity at high dose",pains
JCP2022_RND0099,Ffvnyidvvir,RND-00099,mitochondrial,0.858,"oxidative phosphorylation modulation, target family unresolved",none
JCP2022_RND0866,Kegplqtovir,RND-00866,kinase,0.532,reported Complex III / cytochrome bc1 activity; not a Complex I call,cytotoxic
JCP2022_RND0551,Twnzkfazole,RND-00551,GPCR,0.267,"oxidative phosphorylation modulation, target family unresolved",pains
JCP2022_RND0429,Jkulooxxan,RND-00429,GPCR,0.811,DNA damage response signature in nuclear texture features,none
JCP2022_RND0313,Bwwacxcfxan,RND-00313,unknown,0.675,reported Complex III / cytochrome bc1 activity; not a Complex I call,pains
JCP2022_RND0094,Bggxosxsxan,RND-00094,kinase,0.769,kinase-biased morphology; weak mitochondrial follow-up recommended,pains
JCP2022_RND0291,Hflgtgcvir,RND-00291,GPCR,0.205,"proteasome stress signature, broad toxicity at high dose",none
JCP2022_RND0697,Egtkzmjdione,RND-00697,kinase,0.433,microtubule morphology; rounded cells at high concentration,none
JCP2022_RND0592,Bziosddione,RND-00592,unknown,0.85,DNA damage response signature in nuclear texture features,pains
JCP2022_RND0598,Wfgkkazole,RND-00598,epigenetic,0.881,HDAC-like chromatin texture shift with low respiratory specificity,none
JCP2022_RND0332,Jzdioxgpnib,RND-00332,epigenetic,0.351,kinase-biased morphology; weak mitochondrial follow-up recommended,none
JCP2022_RND0295,Lkixnpyzstat,RND-00295,mitochondrial,0.842,"oxidative phosphorylation modulation, target family unresolved",none
JCP2022_RND0781,Uzlxszgxmycin,RND-00781,GPCR,0.687,"proteasome stress signature, broad toxicity at high dose",none
JCP2022_RND0403,Kmkemtdione,RND-00403,kinase,0.664,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0122,Jsywjtjvir,RND-00122,GPCR,0.369,kinase-biased morphology; weak mitochondrial follow-up recommended,none
JCP2022_RND0016,Qvhilndstat,RND-00016,kinase,0.48,DNA damage response signature in nuclear texture features,none
JCP2022_RND0027,Hbklgxan,RND-00027,kinase,0.62,HDAC-like chromatin texture shift with low respiratory specificity,none
JCP2022_RND0635,Pabikmmycin,RND-00635,kinase,0.314,"proteasome stress signature, broad toxicity at high dose",pains
JCP2022_RND0147,Aqnorljpdione,RND-00147,unknown,0.544,microtubule morphology; rounded cells at high concentration,none
JCP2022_RND0716,Nlcqraimnib,RND-00716,mitochondrial,0.868,"proteasome stress signature, broad toxicity at high dose",cytotoxic
JCP2022_RND0752,Ehhlcuzazole,RND-00752,kinase,0.186,kinase-biased morphology; weak mitochondrial follow-up recommended,pains
JCP2022_RND0120,Ttgfwnib,RND-00120,kinase,0.336,"uncurated vendor note, no target confidence assigned",cytotoxic
JCP2022_RND0151,Norqtqkxazole,RND-00151,kinase,0.563,"oxidative phosphorylation modulation, target family unresolved",none
JCP2022_RND0611,Gbbdvntazole,RND-00611,unknown,0.738,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0227,Zonokdsazole,RND-00227,unknown,0.246,"proteasome stress signature, broad toxicity at high dose",none
JCP2022_RND0343,Ekhhgrykstat,RND-00343,kinase,0.835,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0801,Ruoyuywwvir,RND-00801,epigenetic,0.393,DNA damage response signature in nuclear texture features,none
JCP2022_RND0881,Pzveqpnazole,RND-00881,kinase,0.375,HDAC-like chromatin texture shift with low respiratory specificity,cytotoxic
JCP2022_RND0829,Ebizpxan,RND-00829,epigenetic,0.74,DNA damage response signature in nuclear texture features,none
JCP2022_RND0543,Lbgwngynib,RND-00543,kinase,0.463,HDAC-like chromatin texture shift with low respiratory specificity,none
JCP2022_RND0547,Dhzqfdione,RND-00547,unknown,0.275,kinase-biased morphology; weak mitochondrial follow-up recommended,none
JCP2022_RND0071,Pkehjcrdione,RND-00071,epigenetic,0.609,"oxidative phosphorylation modulation, target family unresolved",pains
JCP2022_RND0473,Pmssiemycin,RND-00473,unknown,0.874,reported Complex III / cytochrome bc1 activity; not a Complex I call,pains
JCP2022_RND0257,Ftupekjavir,RND-00257,epigenetic,0.298,DNA damage response signature in nuclear texture features,pains
JCP2022_RND0384,Verhwcxan,RND-00384,kinase,0.66,DNA damage response signature in nuclear texture features,none
JCP2022_RND0690,Whwhtqvir,RND-00690,unknown,0.152,DNA damage response signature in nuclear texture features,cytotoxic
JCP2022_RND0622,Ebpeynazole,RND-00622,kinase,0.79,kinase-biased morphology; weak mitochondrial follow-up recommended,pains
JCP2022_RND0753,Uyoftgkxmycin,RND-00753,GPCR,0.369,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0249,Wpbuystat,RND-00249,kinase,0.662,reported Complex III / cytochrome bc1 activity; not a Complex I call,cytotoxic
JCP2022_RND0779,Mifwacxan,RND-00779,unknown,0.337,"proteasome stress signature, broad toxicity at high dose",none
JCP2022_RND0717,Nkwyqwrsstat,RND-00717,GPCR,0.633,HDAC-like chromatin texture shift with low respiratory specificity,cytotoxic
JCP2022_RND0298,Zaaweimycin,RND-00298,unknown,0.365,"proteasome stress signature, broad toxicity at high dose",none
JCP2022_RND0501,Tfulfkazole,RND-00501,epigenetic,0.227,"uncurated vendor note, no target confidence assigned",none
JCP2022_RND0069,Cyysdnxan,RND-00069,mitochondrial,0.839,"uncurated vendor note, no target confidence assigned",cytotoxic
JCP2022_RND0317,Prktdivkvir,RND-00317,kinase,0.777,"uncurated vendor note, no target confidence assigned",none
JCP2022_RND0370,Xcnkyekrvir,RND-00370,epigenetic,0.811,kinase-biased morphology; weak mitochondrial follow-up recommended,none
JCP2022_RND0339,Zcfidgltazole,RND-00339,GPCR,0.283,"proteasome stress signature, broad toxicity at high dose",none
JCP2022_RND0724,Jboinvwvir,RND-00724,GPCR,0.207,HDAC-like chromatin texture shift with low respiratory specificity,none
JCP2022_RND0008,Rhkfwfmycin,RND-00008,unknown,0.317,"proteasome stress signature, broad toxicity at high dose",pains
JCP2022_RND0484,Ckjtcsixan,RND-00484,kinase,0.572,"uncurated vendor note, no target confidence assigned",none
JCP2022_RND0039,Gudygehstat,RND-00039,unknown,0.836,"uncurated vendor note, no target confidence assigned",none
JCP2022_RND0561,Exonxnib,RND-00561,epigenetic,0.371,"oxidative phosphorylation modulation, target family unresolved",pains
JCP2022_RND0294,Jjynuiwvir,RND-00294,unknown,0.886,kinase-biased morphology; weak mitochondrial follow-up recommended,none
JCP2022_RND0444,Qkzkzxan,RND-00444,epigenetic,0.644,DNA damage response signature in nuclear texture features,none
JCP2022_RND0597,Kdypzunqnib,RND-00597,epigenetic,0.319,"oxidative phosphorylation modulation, target family unresolved",none
JCP2022_RND0244,Oqfojvir,RND-00244,epigenetic,0.91,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0805,Gwvhlvir,RND-00805,unknown,0.561,microtubule morphology; rounded cells at high concentration,none
JCP2022_RND0738,Rdamonib,RND-00738,mitochondrial,0.737,HDAC-like chromatin texture shift with low respiratory specificity,none
JCP2022_RND0140,Lhgntignib,RND-00140,kinase,0.566,"uncurated vendor note, no target confidence assigned",none
JCP2022_RND0731,Auvzjqstat,RND-00731,GPCR,0.475,"uncurated vendor note, no target confidence assigned",none
JCP2022_RND0663,Eaeocpnib,RND-00663,GPCR,0.686,HDAC-like chromatin texture shift with low respiratory specificity,pains
JCP2022_RND0418,Rpbawvpnib,RND-00418,epigenetic,0.361,"oxidative phosphorylation modulation, target family unresolved",none
JCP2022_RND0210,Jrsftkedione,RND-00210,unknown,0.847,DNA damage response signature in nuclear texture features,pains
JCP2022_RND0483,Zmihuostat,RND-00483,epigenetic,0.195,reported Complex III / cytochrome bc1 activity; not a Complex I call,none
JCP2022_RND0651,Stzvrqgunib,RND-00651,epigenetic,0.917,HDAC-like chromatin texture shift with low respiratory specificity,none
JCP2022_RND0178,Kwynkdyhazole,RND-00178,unknown,0.793,"uncurated vendor note, no target confidence assigned",pains
JCP2022_RND0438,Tboejcnib,RND-00438,kinase,0.304,HDAC-like chromatin texture shift with low respiratory specificity,cytotoxic
JCP2022_RND0234,Zgprccyunib,RND-00234,epigenetic,0.586,"uncurated vendor note, no target confidence assigned",cytotoxic
JCP2022_RND0431,Yehvuvir,RND-00431,GPCR,0.811,reported Complex III / cytochrome bc1 activity; not a Complex I call,pains
